PSR_ID,PSR_Ref,PSR_Amount,PSR_Invoice,PSR_Counterparty,PSR_Date,CAMT_NtryId,CAMT_EndToEndId,CAMT_Amount,CAMT_Counterparty,CAMT_Remittance,CAMT_Date,Scenario,Expected_Match_Type
TX-2027-0108,PMT-FZ-108,3620,INV-FZ-0108,Acme Supply 108,2026-06-10,NTRY-FZ-108,ETE-FZ-0108,3620,Acme Supply 108 LLC,Payment for invoice 0108 from Acme Supply 108 LLC,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0109,PMT-FZ-109,3635,INV-FZ-0109,Tech Solutions 109,2026-06-10,NTRY-FZ-109,ETE-FZ-0109,3635,Solutions Tech 109,Payment for invoice 0109 from Solutions Tech 109,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0110,PMT-FZ-110,3650,INV-FZ-0110,Acme Supply 110,2026-06-10,NTRY-FZ-110,ETE-FZ-0110,3650,Acme Supply 110 Inc,Payment for invoice 0110 from Acme Supply 110 Inc,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0111,PMT-FZ-111,3665,INV-FZ-0111,Tech Solutions 111,2026-06-10,NTRY-FZ-111,ETE-FZ-0111,3665,Solutions Tech 111,Payment for invoice 0111 from Solutions Tech 111,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0112,PMT-FZ-112,3680,INV-FZ-0112,Acme Supply 112,2026-06-10,NTRY-FZ-112,ETE-FZ-0112,3680,Acme Supply 112 Plc,Payment for invoice 0112 from Acme Supply 112 Plc,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0113,PMT-FZ-113,3695,INV-FZ-0113,Tech Solutions 113,2026-06-10,NTRY-FZ-113,ETE-FZ-0113,3695,Solutions Tech 113,Payment for invoice 0113 from Solutions Tech 113,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0114,PMT-FZ-114,3710,INV-FZ-0114,Acme Supply 114,2026-06-10,NTRY-FZ-114,ETE-FZ-0114,3710,Acme Supply 114 Inc,Payment for invoice 0114 from Acme Supply 114 Inc,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0115,PMT-FZ-115,3725,INV-FZ-0115,Tech Solutions 115,2026-06-10,NTRY-FZ-115,ETE-FZ-0115,3725,Solutions Tech 115,Payment for invoice 0115 from Solutions Tech 115,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0116,PMT-FZ-116,3740,INV-FZ-0116,Acme Supply 116,2026-06-10,NTRY-FZ-116,ETE-FZ-0116,3740,Acme Supply 116 Ltd,Payment for invoice 0116 from Acme Supply 116 Ltd,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0117,PMT-FZ-117,3755,INV-FZ-0117,Tech Solutions 117,2026-06-10,NTRY-FZ-117,ETE-FZ-0117,3755,Solutions Tech 117,Payment for invoice 0117 from Solutions Tech 117,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0118,PMT-FZ-118,3770,INV-FZ-0118,Acme Supply 118,2026-06-10,NTRY-FZ-118,ETE-FZ-0118,3770,Acme Supply 118 LLC,Payment for invoice 0118 from Acme Supply 118 LLC,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0119,PMT-FZ-119,3785,INV-FZ-0119,Tech Solutions 119,2026-06-10,NTRY-FZ-119,ETE-FZ-0119,3785,Solutions Tech 119,Payment for invoice 0119 from Solutions Tech 119,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0120,PMT-FZ-120,3800,INV-FZ-0120,Acme Supply 120,2026-06-10,NTRY-FZ-120,ETE-FZ-0120,3800,Acme Supply 120 Group,Payment for invoice 0120 from Acme Supply 120 Group,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0121,PMT-FZ-121,3815,INV-FZ-0121,Tech Solutions 121,2026-06-10,NTRY-FZ-121,ETE-FZ-0121,3815,Solutions Tech 121,Payment for invoice 0121 from Solutions Tech 121,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0122,PMT-FZ-122,3830,INV-FZ-0122,Acme Supply 122,2026-06-10,NTRY-FZ-122,ETE-FZ-0122,3830,Acme Supply 122 Plc,Payment for invoice 0122 from Acme Supply 122 Plc,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0123,PMT-FZ-123,3845,INV-FZ-0123,Tech Solutions 123,2026-06-10,NTRY-FZ-123,ETE-FZ-0123,3845,Solutions Tech 123,Payment for invoice 0123 from Solutions Tech 123,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0124,PMT-FZ-124,3860,INV-FZ-0124,Acme Supply 124,2026-06-10,NTRY-FZ-124,ETE-FZ-0124,3860,Acme Supply 124 Group,Payment for invoice 0124 from Acme Supply 124 Group,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0125,PMT-FZ-125,3875,INV-FZ-0125,Tech Solutions 125,2026-06-10,NTRY-FZ-125,ETE-FZ-0125,3875,Solutions Tech 125,Payment for invoice 0125 from Solutions Tech 125,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0126,PMT-FZ-126,3890,INV-FZ-0126,Acme Supply 126,2026-06-10,NTRY-FZ-126,ETE-FZ-0126,3890,Acme Supply 126 Ltd,Payment for invoice 0126 from Acme Supply 126 Ltd,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0127,PMT-FZ-127,3905,INV-FZ-0127,Tech Solutions 127,2026-06-10,NTRY-FZ-127,ETE-FZ-0127,3905,Solutions Tech 127,Payment for invoice 0127 from Solutions Tech 127,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0128,PMT-FZ-128,3920,INV-FZ-0128,Acme Supply 128,2026-06-10,NTRY-FZ-128,ETE-FZ-0128,3920,Acme Supply 128 Ltd,Payment for invoice 0128 from Acme Supply 128 Ltd,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0129,PMT-FZ-129,3935,INV-FZ-0129,Tech Solutions 129,2026-06-10,NTRY-FZ-129,ETE-FZ-0129,3935,Solutions Tech 129,Payment for invoice 0129 from Solutions Tech 129,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0130,PMT-FZ-130,3950,INV-FZ-0130,Acme Supply 130,2026-06-10,NTRY-FZ-130,ETE-FZ-0130,3950,Acme Supply 130 Group,Payment for invoice 0130 from Acme Supply 130 Group,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0131,PMT-FZ-131,3965,INV-FZ-0131,Tech Solutions 131,2026-06-10,NTRY-FZ-131,ETE-FZ-0131,3965,Solutions Tech 131,Payment for invoice 0131 from Solutions Tech 131,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0132,PMT-FZ-132,3980,INV-FZ-0132,Acme Supply 132,2026-06-10,NTRY-FZ-132,ETE-FZ-0132,3980,Acme Supply 132 Group,Payment for invoice 0132 from Acme Supply 132 Group,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0133,PMT-FZ-133,3995,INV-FZ-0133,Tech Solutions 133,2026-06-10,NTRY-FZ-133,ETE-FZ-0133,3995,Solutions Tech 133,Payment for invoice 0133 from Solutions Tech 133,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0134,PMT-FZ-134,4010,INV-FZ-0134,Acme Supply 134,2026-06-10,NTRY-FZ-134,ETE-FZ-0134,4010,Acme Supply 134 LLC,Payment for invoice 0134 from Acme Supply 134 LLC,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0135,PMT-FZ-135,4025,INV-FZ-0135,Tech Solutions 135,2026-06-10,NTRY-FZ-135,ETE-FZ-0135,4025,Solutions Tech 135,Payment for invoice 0135 from Solutions Tech 135,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0136,PMT-FZ-136,4040,INV-FZ-0136,Acme Supply 136,2026-06-10,NTRY-FZ-136,ETE-FZ-0136,4040,Acme Supply 136 Inc,Payment for invoice 0136 from Acme Supply 136 Inc,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0137,PMT-FZ-137,4055,INV-FZ-0137,Tech Solutions 137,2026-06-10,NTRY-FZ-137,ETE-FZ-0137,4055,Solutions Tech 137,Payment for invoice 0137 from Solutions Tech 137,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0138,PMT-FZ-138,4070,INV-FZ-0138,Acme Supply 138,2026-06-10,NTRY-FZ-138,ETE-FZ-0138,4070,Acme Supply 138 Holdings,Payment for invoice 0138 from Acme Supply 138 Holdings,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0139,PMT-FZ-139,4085,INV-FZ-0139,Tech Solutions 139,2026-06-10,NTRY-FZ-139,ETE-FZ-0139,4085,Solutions Tech 139,Payment for invoice 0139 from Solutions Tech 139,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0140,PMT-FZ-140,4100,INV-FZ-0140,Acme Supply 140,2026-06-10,NTRY-FZ-140,ETE-FZ-0140,4100,Acme Supply 140 Inc,Payment for invoice 0140 from Acme Supply 140 Inc,2026-06-10,Partial Match - Entity suffix / word order,Suggested Match/Fuzzy
TX-2027-0141,PMT-EM-141,5820,INV-EM-0141,Global Logistics 141,2026-06-10,NTRY-EM-141,ETE-EM-0141,5820,Unknown Vendor 141,Settlement for Freight Transport Partners. Reference 0141.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0142,PMT-EM-142,5840,INV-EM-0142,Tech Cloud Systems 142,2026-06-10,NTRY-EM-142,ETE-EM-0142,5840,Unknown Vendor 142,Settlement for Software Hosting Solutions. Reference 0142.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0143,PMT-EM-143,5860,INV-EM-0143,National Health Services 143,2026-06-10,NTRY-EM-143,ETE-EM-0143,5860,Unknown Vendor 143,Settlement for Medical Supply Distributors. Reference 0143.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0144,PMT-EM-144,5880,INV-EM-0144,Global Logistics 144,2026-06-10,NTRY-EM-144,ETE-EM-0144,5880,Unknown Vendor 144,Settlement for Freight Transport Partners. Reference 0144.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0145,PMT-EM-145,5900,INV-EM-0145,Tech Cloud Systems 145,2026-06-10,NTRY-EM-145,ETE-EM-0145,5900,Unknown Vendor 145,Settlement for Software Hosting Solutions. Reference 0145.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0146,PMT-EM-146,5920,INV-EM-0146,National Health Services 146,2026-06-10,NTRY-EM-146,ETE-EM-0146,5920,Unknown Vendor 146,Settlement for Medical Supply Distributors. Reference 0146.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0147,PMT-EM-147,5940,INV-EM-0147,Global Logistics 147,2026-06-10,NTRY-EM-147,ETE-EM-0147,5940,Unknown Vendor 147,Settlement for Freight Transport Partners. Reference 0147.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0148,PMT-EM-148,5960,INV-EM-0148,Tech Cloud Systems 148,2026-06-10,NTRY-EM-148,ETE-EM-0148,5960,Unknown Vendor 148,Settlement for Software Hosting Solutions. Reference 0148.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0149,PMT-EM-149,5980,INV-EM-0149,National Health Services 149,2026-06-10,NTRY-EM-149,ETE-EM-0149,5980,Unknown Vendor 149,Settlement for Medical Supply Distributors. Reference 0149.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0150,PMT-EM-150,6000,INV-EM-0150,Global Logistics 150,2026-06-10,NTRY-EM-150,ETE-EM-0150,6000,Unknown Vendor 150,Settlement for Freight Transport Partners. Reference 0150.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0151,PMT-EM-151,6020,INV-EM-0151,Tech Cloud Systems 151,2026-06-10,NTRY-EM-151,ETE-EM-0151,6020,Unknown Vendor 151,Settlement for Software Hosting Solutions. Reference 0151.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0152,PMT-EM-152,6040,INV-EM-0152,National Health Services 152,2026-06-10,NTRY-EM-152,ETE-EM-0152,6040,Unknown Vendor 152,Settlement for Medical Supply Distributors. Reference 0152.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0153,PMT-EM-153,6060,INV-EM-0153,Global Logistics 153,2026-06-10,NTRY-EM-153,ETE-EM-0153,6060,Unknown Vendor 153,Settlement for Freight Transport Partners. Reference 0153.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0154,PMT-EM-154,6080,INV-EM-0154,Tech Cloud Systems 154,2026-06-10,NTRY-EM-154,ETE-EM-0154,6080,Unknown Vendor 154,Settlement for Software Hosting Solutions. Reference 0154.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0155,PMT-EM-155,6100,INV-EM-0155,National Health Services 155,2026-06-10,NTRY-EM-155,ETE-EM-0155,6100,Unknown Vendor 155,Settlement for Medical Supply Distributors. Reference 0155.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0156,PMT-EM-156,6120,INV-EM-0156,Global Logistics 156,2026-06-10,NTRY-EM-156,ETE-EM-0156,6120,Unknown Vendor 156,Settlement for Freight Transport Partners. Reference 0156.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0157,PMT-EM-157,6140,INV-EM-0157,Tech Cloud Systems 157,2026-06-10,NTRY-EM-157,ETE-EM-0157,6140,Unknown Vendor 157,Settlement for Software Hosting Solutions. Reference 0157.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0158,PMT-EM-158,6160,INV-EM-0158,National Health Services 158,2026-06-10,NTRY-EM-158,ETE-EM-0158,6160,Unknown Vendor 158,Settlement for Medical Supply Distributors. Reference 0158.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0159,PMT-EM-159,6180,INV-EM-0159,Global Logistics 159,2026-06-10,NTRY-EM-159,ETE-EM-0159,6180,Unknown Vendor 159,Settlement for Freight Transport Partners. Reference 0159.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0160,PMT-EM-160,6200,INV-EM-0160,Tech Cloud Systems 160,2026-06-10,NTRY-EM-160,ETE-EM-0160,6200,Unknown Vendor 160,Settlement for Software Hosting Solutions. Reference 0160.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0161,PMT-EM-161,6220,INV-EM-0161,National Health Services 161,2026-06-10,NTRY-EM-161,ETE-EM-0161,6220,Unknown Vendor 161,Settlement for Medical Supply Distributors. Reference 0161.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0162,PMT-EM-162,6240,INV-EM-0162,Global Logistics 162,2026-06-10,NTRY-EM-162,ETE-EM-0162,6240,Unknown Vendor 162,Settlement for Freight Transport Partners. Reference 0162.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0163,PMT-EM-163,6260,INV-EM-0163,Tech Cloud Systems 163,2026-06-10,NTRY-EM-163,ETE-EM-0163,6260,Unknown Vendor 163,Settlement for Software Hosting Solutions. Reference 0163.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0164,PMT-EM-164,6280,INV-EM-0164,National Health Services 164,2026-06-10,NTRY-EM-164,ETE-EM-0164,6280,Unknown Vendor 164,Settlement for Medical Supply Distributors. Reference 0164.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0165,PMT-EM-165,6300,INV-EM-0165,Global Logistics 165,2026-06-10,NTRY-EM-165,ETE-EM-0165,6300,Unknown Vendor 165,Settlement for Freight Transport Partners. Reference 0165.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0166,PMT-EM-166,6320,INV-EM-0166,Tech Cloud Systems 166,2026-06-10,NTRY-EM-166,ETE-EM-0166,6320,Unknown Vendor 166,Settlement for Software Hosting Solutions. Reference 0166.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0167,PMT-EM-167,6340,INV-EM-0167,National Health Services 167,2026-06-10,NTRY-EM-167,ETE-EM-0167,6340,Unknown Vendor 167,Settlement for Medical Supply Distributors. Reference 0167.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0168,PMT-EM-168,6360,INV-EM-0168,Global Logistics 168,2026-06-10,NTRY-EM-168,ETE-EM-0168,6360,Unknown Vendor 168,Settlement for Freight Transport Partners. Reference 0168.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0169,PMT-EM-169,6380,INV-EM-0169,Tech Cloud Systems 169,2026-06-10,NTRY-EM-169,ETE-EM-0169,6380,Unknown Vendor 169,Settlement for Software Hosting Solutions. Reference 0169.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0170,PMT-EM-170,6400,INV-EM-0170,National Health Services 170,2026-06-10,NTRY-EM-170,ETE-EM-0170,6400,Unknown Vendor 170,Settlement for Medical Supply Distributors. Reference 0170.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0171,PMT-EM-171,6420,INV-EM-0171,Global Logistics 171,2026-06-10,NTRY-EM-171,ETE-EM-0171,6420,Unknown Vendor 171,Settlement for Freight Transport Partners. Reference 0171.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0172,PMT-EM-172,6440,INV-EM-0172,Tech Cloud Systems 172,2026-06-10,NTRY-EM-172,ETE-EM-0172,6440,Unknown Vendor 172,Settlement for Software Hosting Solutions. Reference 0172.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0173,PMT-EM-173,6460,INV-EM-0173,National Health Services 173,2026-06-10,NTRY-EM-173,ETE-EM-0173,6460,Unknown Vendor 173,Settlement for Medical Supply Distributors. Reference 0173.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0174,PMT-EM-174,6480,INV-EM-0174,Global Logistics 174,2026-06-10,NTRY-EM-174,ETE-EM-0174,6480,Unknown Vendor 174,Settlement for Freight Transport Partners. Reference 0174.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0175,PMT-EM-175,6500,INV-EM-0175,Tech Cloud Systems 175,2026-06-10,NTRY-EM-175,ETE-EM-0175,6500,Unknown Vendor 175,Settlement for Software Hosting Solutions. Reference 0175.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0176,PMT-EM-176,6520,INV-EM-0176,National Health Services 176,2026-06-10,NTRY-EM-176,ETE-EM-0176,6520,Unknown Vendor 176,Settlement for Medical Supply Distributors. Reference 0176.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0177,PMT-EM-177,6540,INV-EM-0177,Global Logistics 177,2026-06-10,NTRY-EM-177,ETE-EM-0177,6540,Unknown Vendor 177,Settlement for Freight Transport Partners. Reference 0177.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0178,PMT-EM-178,6560,INV-EM-0178,Tech Cloud Systems 178,2026-06-10,NTRY-EM-178,ETE-EM-0178,6560,Unknown Vendor 178,Settlement for Software Hosting Solutions. Reference 0178.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0179,PMT-EM-179,6580,INV-EM-0179,National Health Services 179,2026-06-10,NTRY-EM-179,ETE-EM-0179,6580,Unknown Vendor 179,Settlement for Medical Supply Distributors. Reference 0179.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0180,PMT-EM-180,6600,INV-EM-0180,Global Logistics 180,2026-06-10,NTRY-EM-180,ETE-EM-0180,6600,Unknown Vendor 180,Settlement for Freight Transport Partners. Reference 0180.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0181,PMT-EM-181,6620,INV-EM-0181,Tech Cloud Systems 181,2026-06-10,NTRY-EM-181,ETE-EM-0181,6620,Unknown Vendor 181,Settlement for Software Hosting Solutions. Reference 0181.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0182,PMT-EM-182,6640,INV-EM-0182,National Health Services 182,2026-06-10,NTRY-EM-182,ETE-EM-0182,6640,Unknown Vendor 182,Settlement for Medical Supply Distributors. Reference 0182.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0183,PMT-EM-183,6660,INV-EM-0183,Global Logistics 183,2026-06-10,NTRY-EM-183,ETE-EM-0183,6660,Unknown Vendor 183,Settlement for Freight Transport Partners. Reference 0183.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0184,PMT-EM-184,6680,INV-EM-0184,Tech Cloud Systems 184,2026-06-10,NTRY-EM-184,ETE-EM-0184,6680,Unknown Vendor 184,Settlement for Software Hosting Solutions. Reference 0184.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0185,PMT-EM-185,6700,INV-EM-0185,National Health Services 185,2026-06-10,NTRY-EM-185,ETE-EM-0185,6700,Unknown Vendor 185,Settlement for Medical Supply Distributors. Reference 0185.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0186,PMT-EM-186,6720,INV-EM-0186,Global Logistics 186,2026-06-10,NTRY-EM-186,ETE-EM-0186,6720,Unknown Vendor 186,Settlement for Freight Transport Partners. Reference 0186.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0187,PMT-EM-187,6740,INV-EM-0187,Tech Cloud Systems 187,2026-06-10,NTRY-EM-187,ETE-EM-0187,6740,Unknown Vendor 187,Settlement for Software Hosting Solutions. Reference 0187.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0188,PMT-EM-188,6760,INV-EM-0188,National Health Services 188,2026-06-10,NTRY-EM-188,ETE-EM-0188,6760,Unknown Vendor 188,Settlement for Medical Supply Distributors. Reference 0188.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0189,PMT-EM-189,6780,INV-EM-0189,Global Logistics 189,2026-06-10,NTRY-EM-189,ETE-EM-0189,6780,Unknown Vendor 189,Settlement for Freight Transport Partners. Reference 0189.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0190,PMT-EM-190,6800,INV-EM-0190,Tech Cloud Systems 190,2026-06-10,NTRY-EM-190,ETE-EM-0190,6800,Unknown Vendor 190,Settlement for Software Hosting Solutions. Reference 0190.,2026-06-10,AI Match - Semantic similarity,AI-Assisted Suggested Match
TX-2027-0191,PMT-LLM-191,4955,INV-LLM-0191,Complex Services 191,2026-06-10,NTRY-LLM-191,ETE-LLM-0191,4949,Complex Serv.,Services rendered for contract 0191.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0192,PMT-LLM-192,4960,INV-LLM-0192,Complex Services 192,2026-06-10,NTRY-LLM-192,ETE-LLM-0192,4971,Complex Serv.,Services rendered for contract 0192.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0193,PMT-LLM-193,4965,INV-LLM-0193,Complex Services 193,2026-06-10,NTRY-LLM-193,ETE-LLM-0193,4970,Complex Serv.,Services rendered for contract 0193.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0194,PMT-LLM-194,4970,INV-LLM-0194,Complex Services 194,2026-06-10,NTRY-LLM-194,ETE-LLM-0194,4974,Complex Serv.,Services rendered for contract 0194.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0195,PMT-LLM-195,4975,INV-LLM-0195,Complex Services 195,2026-06-10,NTRY-LLM-195,ETE-LLM-0195,4988,Complex Serv.,Services rendered for contract 0195.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0196,PMT-LLM-196,4980,INV-LLM-0196,Complex Services 196,2026-06-10,NTRY-LLM-196,ETE-LLM-0196,4992,Complex Serv.,Services rendered for contract 0196.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0197,PMT-LLM-197,4985,INV-LLM-0197,Complex Services 197,2026-06-10,NTRY-LLM-197,ETE-LLM-0197,4981,Complex Serv.,Services rendered for contract 0197.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0198,PMT-LLM-198,4990,INV-LLM-0198,Complex Services 198,2026-06-10,NTRY-LLM-198,ETE-LLM-0198,4993,Complex Serv.,Services rendered for contract 0198.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0199,PMT-LLM-199,4995,INV-LLM-0199,Complex Services 199,2026-06-10,NTRY-LLM-199,ETE-LLM-0199,4986,Complex Serv.,Services rendered for contract 0199.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0200,PMT-LLM-200,5000,INV-LLM-0200,Complex Services 200,2026-06-10,NTRY-LLM-200,ETE-LLM-0200,5007,Complex Serv.,Services rendered for contract 0200.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0201,PMT-LLM-201,5005,INV-LLM-0201,Complex Services 201,2026-06-10,NTRY-LLM-201,ETE-LLM-0201,4992,Complex Serv.,Services rendered for contract 0201.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0202,PMT-LLM-202,5010,INV-LLM-0202,Complex Services 202,2026-06-10,NTRY-LLM-202,ETE-LLM-0202,4996,Complex Serv.,Services rendered for contract 0202.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0203,PMT-LLM-203,5015,INV-LLM-0203,Complex Services 203,2026-06-10,NTRY-LLM-203,ETE-LLM-0203,5021,Complex Serv.,Services rendered for contract 0203.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0204,PMT-LLM-204,5020,INV-LLM-0204,Complex Services 204,2026-06-10,NTRY-LLM-204,ETE-LLM-0204,5012,Complex Serv.,Services rendered for contract 0204.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0205,PMT-LLM-205,5025,INV-LLM-0205,Complex Services 205,2026-06-10,NTRY-LLM-205,ETE-LLM-0205,5034,Complex Serv.,Services rendered for contract 0205.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
TX-2027-0206,PMT-LLM-206,5030,INV-LLM-0206,Complex Services 206,2026-06-10,NTRY-LLM-206,ETE-LLM-0206,5024,Complex Serv.,Services rendered for contract 0206.,2026-06-10,AI Match - Minor amount variance & Haystack,AI - Adjudication Required
