Match_Key,PSR_ID,CAMT_ID,Reference,Invoice,Counterparty,Internal_Amount,Bank_Amount,Variance,Currency,Value_Date,Booking_Date,Reconciliation_Status,Reason_Code,Match_Type,Match_Confidence,Aging_Days,Aging_Bucket,Rule_Applied,Exception_Flag
NTRY-999,TX-2026-0999,TX-2026-0999,PMT-REF-20999,INV-2026-8999,Party_999,1999,2008.0,-9,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,73,3,3-5 Days,RULE_AMT_REF,Y
NTRY-1000,TX-2026-1000,TX-2026-1000,PMT-REF-21000,INV-2026-9000,Party_1000,2000,2000.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,6,6+ Days,RULE_ID_MATCH,N
NTRY-1001,TX-2026-1001,TX-2026-1001,PMT-REF-21001,INV-2026-9001,Party_1001,2001,2001.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,1,0-2 Days,RULE_ID_MATCH,N
NTRY-1002,TX-2026-1002,TX-2026-1002,PMT-REF-21002,INV-2026-9002,Party_1002,2002,2002.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,6,6+ Days,RULE_ID_MATCH,N
NTRY-1003,TX-2026-1003,TX-2026-1003,PMT-REF-21003,INV-2026-9003,Party_1003,2003,2003.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,5,3-5 Days,RULE_ID_MATCH,N
NTRY-1004,TX-2026-1004,TX-2026-1004,PMT-REF-21004,INV-2026-9004,Party_1004,2004,2049.0,-45,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,67,3,3-5 Days,RULE_AMT_REF,Y
NTRY-1005,TX-2026-1005,TX-2026-1005,PMT-REF-21005,INV-2026-9005,Party_1005,2005,2005.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,3,3-5 Days,RULE_ID_MATCH,N
NTRY-1006,TX-2026-1006,TX-2026-1006,PMT-REF-21006,INV-2026-9006,Party_1006,2006,2006.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,99,6,6+ Days,RULE_ID_MATCH,N
NTRY-1007,TX-2026-1007,TX-2026-1007,PMT-REF-21007,INV-2026-9007,Party_1007,2007,2007.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,96,2,0-2 Days,RULE_ID_MATCH,N
NTRY-1008,TX-2026-1008,TX-2026-1008,PMT-REF-21008,INV-2026-9008,Party_1008,2008,2008.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,0,0-2 Days,RULE_ID_MATCH,N
NTRY-1009,TX-2026-1009,TX-2026-1009,PMT-REF-21009,INV-2026-9009,Party_1009,2009,2019.0,-10,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,75,7,6+ Days,RULE_AMT_REF,Y
NTRY-1010,TX-2026-1010,TX-2026-1010,PMT-REF-21010,INV-2026-9010,Party_1010,2010,2010.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,5,3-5 Days,RULE_ID_MATCH,N
NTRY-1011,TX-2026-1011,TX-2026-1011,PMT-REF-21011,INV-2026-9011,Party_1011,2011,2011.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,3,3-5 Days,RULE_ID_MATCH,N
NTRY-1012,TX-2026-1012,TX-2026-1012,PMT-REF-21012,INV-2026-9012,Party_1012,2012,2042.0,-30,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,78,2,0-2 Days,RULE_AMT_REF,Y
NTRY-1013,TX-2026-1013,TX-2026-1013,PMT-REF-21013,INV-2026-9013,Party_1013,2013,2013.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,2,0-2 Days,RULE_ID_MATCH,N
NTRY-1014,TX-2026-1014,TX-2026-1014,PMT-REF-21014,INV-2026-9014,Party_1014,2014,2014.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,99,0,0-2 Days,RULE_ID_MATCH,N
NTRY-1015,TX-2026-1015,TX-2026-1015,PMT-REF-21015,INV-2026-9015,Party_1015,2015,2039.0,-24,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,78,7,6+ Days,RULE_AMT_REF,Y
NTRY-1016,TX-2026-1016,,PMT-REF-21016,INV-2026-9016,Party_1016,2016,,2016,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,35,0,0-2 Days,RULE_AMT_REF,Y
NTRY-1017,TX-2026-1017,TX-2026-1017,PMT-REF-21017,INV-2026-9017,Party_1017,2017,2017.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,99,8,6+ Days,RULE_ID_MATCH,N
NTRY-1018,TX-2026-1018,TX-2026-1018,PMT-REF-21018,INV-2026-9018,Party_1018,2018,2018.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,91,3,3-5 Days,RULE_ID_MATCH,N
NTRY-1019,TX-2026-1019,TX-2026-1019,PMT-REF-21019,INV-2026-9019,Party_1019,2019,2019.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,98,6,6+ Days,RULE_ID_MATCH,N
NTRY-1020,TX-2026-1020,TX-2026-1020,PMT-REF-21020,INV-2026-9020,Party_1020,2020,2020.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,5,3-5 Days,RULE_ID_MATCH,N
NTRY-1021,TX-2026-1021,,PMT-REF-21021,INV-2026-9021,Party_1021,2021,,2021,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,30,8,6+ Days,RULE_AMT_REF,Y
NTRY-1022,TX-2026-1022,TX-2026-1022,PMT-REF-21022,INV-2026-9022,Party_1022,2022,2022.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,7,6+ Days,RULE_ID_MATCH,N
NTRY-1023,TX-2026-1023,TX-2026-1023,PMT-REF-21023,INV-2026-9023,Party_1023,2023,2023.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,4,3-5 Days,RULE_ID_MATCH,N
NTRY-1024,TX-2026-1024,TX-2026-1024,PMT-REF-21024,INV-2026-9024,Party_1024,2024,2024.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,96,2,0-2 Days,RULE_ID_MATCH,N
NTRY-1025,TX-2026-1025,TX-2026-1025,PMT-REF-21025,INV-2026-9025,Party_1025,2025,2025.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,0,0-2 Days,RULE_ID_MATCH,N
NTRY-1026,TX-2026-1026,TX-2026-1026,PMT-REF-21026,INV-2026-9026,Party_1026,2026,2057.0,-31,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,65,1,0-2 Days,RULE_AMT_REF,Y
NTRY-1027,TX-2026-1027,,PMT-REF-21027,INV-2026-9027,Party_1027,2027,,2027,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,9,3,3-5 Days,RULE_AMT_REF,Y
NTRY-1028,TX-2026-1028,TX-2026-1028,PMT-REF-21028,INV-2026-9028,Party_1028,2028,2028.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,97,8,6+ Days,RULE_ID_MATCH,N
NTRY-1029,TX-2026-1029,TX-2026-1029,PMT-REF-21029,INV-2026-9029,Party_1029,2029,2029.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,9,6+ Days,RULE_ID_MATCH,N
NTRY-1030,TX-2026-1030,,PMT-REF-21030,INV-2026-9030,Party_1030,2030,,2030,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,49,7,6+ Days,RULE_AMT_REF,Y
NTRY-1031,TX-2026-1031,TX-2026-1031,PMT-REF-21031,INV-2026-9031,Party_1031,2031,2031.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,96,5,3-5 Days,RULE_ID_MATCH,N
NTRY-1032,TX-2026-1032,TX-2026-1032,PMT-REF-21032,INV-2026-9032,Party_1032,2032,2032.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,3,3-5 Days,RULE_ID_MATCH,N
NTRY-1033,TX-2026-1033,TX-2026-1033,PMT-REF-21033,INV-2026-9033,Party_1033,2033,2033.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,98,1,0-2 Days,RULE_ID_MATCH,N
NTRY-1034,TX-2026-1034,TX-2026-1034,PMT-REF-21034,INV-2026-9034,Party_1034,2034,2034.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,8,6+ Days,RULE_ID_MATCH,N
NTRY-1035,TX-2026-1035,TX-2026-1035,PMT-REF-21035,INV-2026-9035,Party_1035,2035,2077.0,-42,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,72,1,0-2 Days,RULE_AMT_REF,Y
NTRY-1036,TX-2026-1036,TX-2026-1036,PMT-REF-21036,INV-2026-9036,Party_1036,2036,2053.0,-17,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,74,5,3-5 Days,RULE_AMT_REF,Y
NTRY-1037,TX-2026-1037,TX-2026-1037,PMT-REF-21037,INV-2026-9037,Party_1037,2037,2037.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,96,9,6+ Days,RULE_ID_MATCH,N
NTRY-1038,TX-2026-1038,TX-2026-1038,PMT-REF-21038,INV-2026-9038,Party_1038,2038,2038.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,2,0-2 Days,RULE_ID_MATCH,N
NTRY-1039,TX-2026-1039,TX-2026-1039,PMT-REF-21039,INV-2026-9039,Party_1039,2039,2039.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,4,3-5 Days,RULE_ID_MATCH,N
NTRY-1040,TX-2026-1040,TX-2026-1040,PMT-REF-21040,INV-2026-9040,Party_1040,2040,2040.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,3,3-5 Days,RULE_ID_MATCH,N
NTRY-1041,TX-2026-1041,TX-2026-1041,PMT-REF-21041,INV-2026-9041,Party_1041,2041,2041.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,99,0,0-2 Days,RULE_ID_MATCH,N
NTRY-1042,TX-2026-1042,TX-2026-1042,PMT-REF-21042,INV-2026-9042,Party_1042,2042,2042.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,0,0-2 Days,RULE_ID_MATCH,N
NTRY-1043,TX-2026-1043,TX-2026-1043,PMT-REF-21043,INV-2026-9043,Party_1043,2043,2066.0,-23,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,74,3,3-5 Days,RULE_AMT_REF,Y
NTRY-1044,TX-2026-1044,TX-2026-1044,PMT-REF-21044,INV-2026-9044,Party_1044,2044,2044.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,4,3-5 Days,RULE_ID_MATCH,N
NTRY-1045,TX-2026-1045,TX-2026-1045,PMT-REF-21045,INV-2026-9045,Party_1045,2045,2045.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,7,6+ Days,RULE_ID_MATCH,N
NTRY-1046,TX-2026-1046,TX-2026-1046,PMT-REF-21046,INV-2026-9046,Party_1046,2046,2046.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,5,3-5 Days,RULE_ID_MATCH,N
NTRY-1047,TX-2026-1047,TX-2026-1047,PMT-REF-21047,INV-2026-9047,Party_1047,2047,2047.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,94,4,3-5 Days,RULE_ID_MATCH,N
NTRY-1048,TX-2026-1048,TX-2026-1048,PMT-REF-21048,INV-2026-9048,Party_1048,2048,2048.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,10,6+ Days,RULE_ID_MATCH,N
NTRY-1049,TX-2026-1049,TX-2026-1049,PMT-REF-21049,INV-2026-9049,Party_1049,2049,2049.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,2,0-2 Days,RULE_ID_MATCH,N
NTRY-1050,TX-2026-1050,,PMT-REF-21050,INV-2026-9050,Party_1050,2050,,2050,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,2,6,6+ Days,RULE_AMT_REF,Y
NTRY-1051,TX-2026-1051,TX-2026-1051,PMT-REF-21051,INV-2026-9051,Party_1051,2051,2051.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,99,2,0-2 Days,RULE_ID_MATCH,N
NTRY-1052,TX-2026-1052,TX-2026-1052,PMT-REF-21052,INV-2026-9052,Party_1052,2052,2052.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,8,6+ Days,RULE_ID_MATCH,N
NTRY-1053,TX-2026-1053,TX-2026-1053,PMT-REF-21053,INV-2026-9053,Party_1053,2053,2053.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,97,9,6+ Days,RULE_ID_MATCH,N
NTRY-1054,TX-2026-1054,TX-2026-1054,PMT-REF-21054,INV-2026-9054,Party_1054,2054,2054.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,98,1,0-2 Days,RULE_ID_MATCH,N
NTRY-1055,TX-2026-1055,TX-2026-1055,PMT-REF-21055,INV-2026-9055,Party_1055,2055,2055.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,96,10,6+ Days,RULE_ID_MATCH,N
NTRY-1056,TX-2026-1056,TX-2026-1056,PMT-REF-21056,INV-2026-9056,Party_1056,2056,2056.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,99,0,0-2 Days,RULE_ID_MATCH,N
NTRY-1057,TX-2026-1057,TX-2026-1057,PMT-REF-21057,INV-2026-9057,Party_1057,2057,2057.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,97,8,6+ Days,RULE_ID_MATCH,N
NTRY-1058,TX-2026-1058,TX-2026-1058,PMT-REF-21058,INV-2026-9058,Party_1058,2058,2071.0,-13,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,60,0,0-2 Days,RULE_AMT_REF,Y
NTRY-1059,TX-2026-1059,TX-2026-1059,PMT-REF-21059,INV-2026-9059,Party_1059,2059,2059.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,99,7,6+ Days,RULE_ID_MATCH,N
NTRY-1060,TX-2026-1060,TX-2026-1060,PMT-REF-21060,INV-2026-9060,Party_1060,2060,2062.0,-2,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,72,0,0-2 Days,RULE_AMT_REF,Y
NTRY-1061,TX-2026-1061,TX-2026-1061,PMT-REF-21061,INV-2026-9061,Party_1061,2061,2100.0,-39,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,70,1,0-2 Days,RULE_AMT_REF,Y
NTRY-1062,TX-2026-1062,TX-2026-1062,PMT-REF-21062,INV-2026-9062,Party_1062,2062,2062.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,6,6+ Days,RULE_ID_MATCH,N
NTRY-1063,TX-2026-1063,TX-2026-1063,PMT-REF-21063,INV-2026-9063,Party_1063,2063,2063.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,5,3-5 Days,RULE_ID_MATCH,N
NTRY-1064,TX-2026-1064,TX-2026-1064,PMT-REF-21064,INV-2026-9064,Party_1064,2064,2079.0,-15,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,76,6,6+ Days,RULE_AMT_REF,Y
NTRY-1065,TX-2026-1065,,PMT-REF-21065,INV-2026-9065,Party_1065,2065,,2065,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,32,9,6+ Days,RULE_AMT_REF,Y
NTRY-1066,TX-2026-1066,TX-2026-1066,PMT-REF-21066,INV-2026-9066,Party_1066,2066,2066.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,97,8,6+ Days,RULE_ID_MATCH,N
NTRY-1067,TX-2026-1067,,PMT-REF-21067,INV-2026-9067,Party_1067,2067,,2067,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,17,3,3-5 Days,RULE_AMT_REF,Y
NTRY-1068,TX-2026-1068,TX-2026-1068,PMT-REF-21068,INV-2026-9068,Party_1068,2068,2068.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,96,7,6+ Days,RULE_ID_MATCH,N
NTRY-1069,TX-2026-1069,TX-2026-1069,PMT-REF-21069,INV-2026-9069,Party_1069,2069,2073.0,-4,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,76,3,3-5 Days,RULE_AMT_REF,Y
NTRY-1070,TX-2026-1070,TX-2026-1070,PMT-REF-21070,INV-2026-9070,Party_1070,2070,2114.0,-44,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,83,10,6+ Days,RULE_AMT_REF,Y
NTRY-1071,TX-2026-1071,TX-2026-1071,PMT-REF-21071,INV-2026-9071,Party_1071,2071,2071.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,1,0-2 Days,RULE_ID_MATCH,N
NTRY-1072,TX-2026-1072,TX-2026-1072,PMT-REF-21072,INV-2026-9072,Party_1072,2072,2072.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,90,4,3-5 Days,RULE_ID_MATCH,N
NTRY-1073,TX-2026-1073,TX-2026-1073,PMT-REF-21073,INV-2026-9073,Party_1073,2073,2073.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,10,6+ Days,RULE_ID_MATCH,N
NTRY-1074,TX-2026-1074,TX-2026-1074,PMT-REF-21074,INV-2026-9074,Party_1074,2074,2086.0,-12,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,63,1,0-2 Days,RULE_AMT_REF,Y
NTRY-1075,TX-2026-1075,TX-2026-1075,PMT-REF-21075,INV-2026-9075,Party_1075,2075,2075.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,97,5,3-5 Days,RULE_ID_MATCH,N
NTRY-1076,TX-2026-1076,,PMT-REF-21076,INV-2026-9076,Party_1076,2076,,2076,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,5,8,6+ Days,RULE_AMT_REF,Y
NTRY-1077,TX-2026-1077,TX-2026-1077,PMT-REF-21077,INV-2026-9077,Party_1077,2077,2077.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,6,6+ Days,RULE_ID_MATCH,N
NTRY-1078,TX-2026-1078,TX-2026-1078,PMT-REF-21078,INV-2026-9078,Party_1078,2078,2078.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,6,6+ Days,RULE_ID_MATCH,N
NTRY-1079,TX-2026-1079,,PMT-REF-21079,INV-2026-9079,Party_1079,2079,,2079,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,20,6,6+ Days,RULE_AMT_REF,Y
NTRY-1080,TX-2026-1080,TX-2026-1080,PMT-REF-21080,INV-2026-9080,Party_1080,2080,2080.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,8,6+ Days,RULE_ID_MATCH,N
NTRY-1081,TX-2026-1081,TX-2026-1081,PMT-REF-21081,INV-2026-9081,Party_1081,2081,2081.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,96,1,0-2 Days,RULE_ID_MATCH,N
NTRY-1082,TX-2026-1082,TX-2026-1082,PMT-REF-21082,INV-2026-9082,Party_1082,2082,2082.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,4,3-5 Days,RULE_ID_MATCH,N
NTRY-1083,TX-2026-1083,TX-2026-1083,PMT-REF-21083,INV-2026-9083,Party_1083,2083,2083.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,93,4,3-5 Days,RULE_ID_MATCH,N
NTRY-1084,TX-2026-1084,TX-2026-1084,PMT-REF-21084,INV-2026-9084,Party_1084,2084,2098.0,-14,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,85,3,3-5 Days,RULE_AMT_REF,Y
NTRY-1085,TX-2026-1085,TX-2026-1085,PMT-REF-21085,INV-2026-9085,Party_1085,2085,2085.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,6,6+ Days,RULE_ID_MATCH,N
NTRY-1086,TX-2026-1086,,PMT-REF-21086,INV-2026-9086,Party_1086,2086,,2086,EUR,2026-06-07,2026-06-07,Uncleared / In-Transit Payment,MISSING_IN_BANK,NO_MATCH,34,2,0-2 Days,RULE_AMT_REF,Y
NTRY-1087,TX-2026-1087,TX-2026-1087,PMT-REF-21087,INV-2026-9087,Party_1087,2087,2108.0,-21,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,62,9,6+ Days,RULE_AMT_REF,Y
NTRY-1088,TX-2026-1088,TX-2026-1088,PMT-REF-21088,INV-2026-9088,Party_1088,2088,2088.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,98,3,3-5 Days,RULE_ID_MATCH,N
NTRY-1089,TX-2026-1089,TX-2026-1089,PMT-REF-21089,INV-2026-9089,Party_1089,2089,2093.0,-4,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,71,2,0-2 Days,RULE_AMT_REF,Y
NTRY-1090,TX-2026-1090,TX-2026-1090,PMT-REF-21090,INV-2026-9090,Party_1090,2090,2090.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,91,9,6+ Days,RULE_ID_MATCH,N
NTRY-1091,TX-2026-1091,TX-2026-1091,PMT-REF-21091,INV-2026-9091,Party_1091,2091,2091.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,100,3,3-5 Days,RULE_ID_MATCH,N
NTRY-1092,TX-2026-1092,TX-2026-1092,PMT-REF-21092,INV-2026-9092,Party_1092,2092,2111.0,-19,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,60,10,6+ Days,RULE_AMT_REF,Y
NTRY-1093,TX-2026-1093,TX-2026-1093,PMT-REF-21093,INV-2026-9093,Party_1093,2093,2093.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,92,2,0-2 Days,RULE_ID_MATCH,N
NTRY-1094,TX-2026-1094,TX-2026-1094,PMT-REF-21094,INV-2026-9094,Party_1094,2094,2094.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,91,9,6+ Days,RULE_ID_MATCH,N
NTRY-1095,TX-2026-1095,TX-2026-1095,PMT-REF-21095,INV-2026-9095,Party_1095,2095,2095.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,91,7,6+ Days,RULE_ID_MATCH,N
NTRY-1096,TX-2026-1096,TX-2026-1096,PMT-REF-21096,INV-2026-9096,Party_1096,2096,2096.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,91,1,0-2 Days,RULE_ID_MATCH,N
NTRY-1097,TX-2026-1097,TX-2026-1097,PMT-REF-21097,INV-2026-9097,Party_1097,2097,2109.0,-12,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,61,5,3-5 Days,RULE_AMT_REF,Y
NTRY-1098,TX-2026-1098,TX-2026-1098,PMT-REF-21098,INV-2026-9098,Party_1098,2098,2098.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,95,5,3-5 Days,RULE_ID_MATCH,N
NTRY-1099,TX-2026-1099,TX-2026-1099,PMT-REF-21099,INV-2026-9099,Party_1099,2099,2138.0,-39,EUR,2026-06-07,2026-06-07,Partially Matched (Manual Review),AMOUNT_MISMATCH,PARTIAL,72,9,6+ Days,RULE_AMT_REF,Y
NTRY-1100,TX-2026-1100,TX-2026-1100,PMT-REF-21100,INV-2026-9100,Party_1100,2100,2100.0,0,EUR,2026-06-07,2026-06-07,Matched & Settled (Auto-Close),EXACT_MATCH,1_TO_1,97,5,3-5 Days,RULE_ID_MATCH,N
